policy_number,age,months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,property_damage,police_report_available,total_claim_amount,auto_make,auto_year,vehicle_claim,property_claim,injury_claim,fraud_reported
POL59222200,71,77,IL,250/500,2000,2891.58,F,MS,Legal,217.9003316601813,3459.230283728835,Parked Car Damage,Minor Damage,10,1,0,0,NO,YES,2773.84,Mercedes,2022,1190.8,468.78,721.45,N
POL65977414,18,40,NY,100/300,1000,2429.29,M,MS,Legal,1545.7183695086696,26766.149130862526,Hit and Run,Trivial Damage,8,1,0,0,YES,NO,2108.56,Mercedes,2012,911.27,231.42,193.69,N
POL42018034,66,81,NY,500/1000,500,1903.3,F,High School,Legal,30577.56979752934,15892.296959085896,Fire Damage,Total Loss,15,2,0,0,YES,YES,17199.32,BMW,2015,12127.19,3454.17,2037.31,N
POL20687217,42,50,IN,500/1000,1500,4758.36,M,BS,Retail,9107.102181981203,2101.6045742809565,Single Vehicle Collision,Trivial Damage,7,3,1,1,NO,YES,2073.86,Audi,2010,1331.25,306.62,219.28,N
POL04668708,27,8,NY,100/300,2000,4085.95,M,High School,Construction,41592.2557051321,11992.78121138419,Vehicle Rollover,Minor Damage,7,1,2,1,NO,NO,37652.141175917815,Audi,2008,2918.53,920.1,1232.12,Y
POL17962116,71,94,IL,250/500,500,1284.59,M,MS,Retail,31375.582447239216,7297.474913415546,Parked Car Damage,Trivial Damage,21,1,0,1,YES,YES,1455.24,Mazda,2007,1046.18,550.12,374.11,N
POL71230465,33,12,PA,500/1000,500,2996.18,M,PhD,Tech,49020.03643437892,17258.426747612753,Parked Car Damage,Major Damage,9,2,1,1,YES,YES,11018.75,Ford,2021,6083.75,1281.07,2084.0,N
POL83659980,33,89,OH,100/300,2000,4084.52,M,PhD,Education,36400.214519615554,4573.490922204214,Multi-Vehicle Collision,Trivial Damage,6,1,1,0,YES,YES,3674.11,Ford,2018,2325.52,1009.22,286.26,N
POL16658136,25,235,IN,500/1000,1000,3109.05,F,MS,Education,4535.720619562966,28238.136221110723,Single Vehicle Collision,Trivial Damage,5,3,0,1,NO,YES,4145.94,Nissan,2010,2398.44,1542.7,1013.54,N
POL62220861,46,139,IL,100/300,1500,2722.01,M,High School,Other,8548.79712711572,6338.352809415431,Multi-Vehicle Collision,Minor Damage,18,1,1,1,YES,NO,1365.6,Ford,2006,748.4,436.87,196.62,N
POL02130509,56,81,IN,500/1000,500,824.27,M,High School,Retail,2327.4448628891,18987.763283817887,Fire Damage,Major Damage,12,1,2,1,YES,YES,6642.38,BMW,2012,4331.49,1143.22,624.34,N
POL63994783,45,8,PA,250/500,1000,977.3,M,MS,Finance,37058.79328084006,24937.506720743924,Single Vehicle Collision,Minor Damage,22,1,2,2,NO,YES,1174.41,Mercedes,2022,827.88,212.31,127.01,N
POL48814608,23,212,NY,100/300,2000,1603.58,M,PhD,Other,6341.164248787273,17876.901372265016,Hit and Run,Total Loss,22,2,0,2,YES,YES,2030.96,Toyota,2007,1065.28,329.76,451.44,N
POL24740794,33,47,NY,500/1000,2000,2810.29,M,BS,Finance,33188.37467559855,19666.913140957746,Hit and Run,Total Loss,5,3,2,0,YES,YES,19302.79,Honda,2011,14914.61,3619.53,1272.7,N
POL34441756,37,48,IL,500/1000,1500,4942.84,M,High School,Education,27769.88721327812,12279.64535396211,Multi-Vehicle Collision,Minor Damage,2,1,2,0,YES,YES,2469.06,Chevrolet,2023,1658.52,567.65,22.67,N
POL66196213,33,52,PA,100/300,2000,4110.2,M,BS,Finance,31664.882030924586,3055.2161426941425,Multi-Vehicle Collision,Minor Damage,10,1,1,1,NO,YES,5084.22,BMW,2011,2042.73,1957.02,787.06,N
POL23929501,24,1,OH,100/300,1500,995.23,F,PhD,Tech,25433.494904645493,3939.8207514926785,Fire Damage,Total Loss,23,2,2,2,NO,YES,76603.12665609927,Honda,2018,6422.76,3487.25,1652.27,Y
POL97610321,58,5,OH,250/500,2000,3727.67,F,MS,Other,651.4355450086163,21064.78885294692,Single Vehicle Collision,Major Damage,0,1,0,0,YES,NO,10631.79,Mercedes,2012,8116.48,1260.24,2316.23,Y
POL65808726,31,106,NY,100/300,2000,4147.12,F,High School,Legal,12660.903786560635,23917.307504615743,Single Vehicle Collision,Trivial Damage,8,2,3,1,YES,NO,2119.9,Mazda,2017,944.97,263.36,456.21,N
POL70511938,60,23,PA,500/1000,500,2364.18,M,High School,Tech,44249.09183644089,25268.809465019665,Multi-Vehicle Collision,Trivial Damage,12,1,1,2,YES,YES,4427.87,Honda,2021,3237.96,1687.7,725.11,N
POL83090458,43,225,PA,250/500,1000,1985.66,F,PhD,Retail,46463.428408004846,10882.084283147435,Multi-Vehicle Collision,Minor Damage,6,1,0,0,YES,YES,3228.72,Honda,2022,2519.23,678.42,801.32,N
POL16729193,43,199,IL,100/300,500,3130.77,F,MS,Construction,4860.489417262237,29065.63413870801,Parked Car Damage,Major Damage,4,1,0,1,YES,YES,11297.71,BMW,2025,6254.75,3288.25,118.01,N
POL04201859,31,107,OH,500/1000,1500,2836.19,M,High School,Legal,47631.43492231224,19248.49837412639,Vehicle Rollover,Major Damage,20,1,0,0,YES,YES,11932.8,Mazda,2010,5579.41,1705.89,2483.46,N
POL05273118,24,32,IL,100/300,500,1693.46,F,PhD,Medical,33526.30258867546,4606.898647481617,Multi-Vehicle Collision,Minor Damage,3,1,1,2,YES,NO,748.46,Nissan,2013,425.39,149.85,59.19,N
POL76567224,50,22,IN,500/1000,2000,2288.2,M,High School,Education,46127.87868347404,2020.1366170047331,Single Vehicle Collision,Major Damage,13,2,2,2,YES,NO,6203.63,Audi,2007,4481.59,1579.61,123.56,N
POL12865038,43,76,PA,500/1000,2000,2949.97,M,BS,Legal,20058.196904062705,16347.01600120563,Parked Car Damage,Trivial Damage,3,2,0,0,NO,YES,1228.92,Honda,2017,910.92,235.23,253.67,N
POL41019599,74,53,OH,250/500,1000,3109.66,M,High School,Education,5087.25212811888,22232.22131009637,Broken Windshield,Minor Damage,14,1,1,0,NO,NO,3878.2,Audi,2024,2295.02,497.3,764.8,N
POL22249244,62,52,IL,250/500,1500,2892.87,M,PhD,Medical,15122.663196694857,541.9144612519223,Hit and Run,Major Damage,22,1,0,0,YES,NO,8625.7,Audi,2009,6232.83,1521.68,1087.82,N
POL40661592,37,8,NY,100/300,2000,4307.48,F,BS,Finance,34484.075859872464,676.9948689906613,Hit and Run,Trivial Damage,23,1,1,1,YES,NO,3342.0352755382746,Ford,2014,331.48,94.42,124.24,Y
POL22097648,20,205,IN,250/500,1000,642.85,M,High School,Legal,39761.074944945714,17348.804987042855,Hit and Run,Minor Damage,9,1,2,2,NO,NO,6110.22,Ford,2023,2722.7,2059.57,837.2,N
POL61838255,69,77,IL,100/300,1000,1998.43,F,High School,Tech,2506.114145853017,29696.3689752156,Parked Car Damage,Minor Damage,20,1,0,0,YES,YES,14830.67881449812,Toyota,2011,1092.28,160.46,305.51,Y
POL91432117,21,79,NY,250/500,2000,3874.25,F,MS,Tech,24347.58350441336,22126.002222930787,Fire Damage,Trivial Damage,8,1,0,1,NO,YES,2261.38,Chevrolet,2009,1599.29,880.77,224.99,N
POL24560518,43,176,OH,250/500,2000,3433.02,M,MS,Education,3218.3351096709557,4546.910428379002,Multi-Vehicle Collision,Trivial Damage,10,2,0,0,NO,NO,2309.24,Mercedes,2014,931.0,325.21,684.83,N
POL20808617,28,101,OH,100/300,1500,4632.2,F,High School,Legal,43180.66521137107,2616.1158618436143,Vehicle Rollover,Minor Damage,15,2,3,0,YES,YES,4227.4,Ford,2020,1858.78,1135.84,171.52,N
POL80871353,19,121,IN,250/500,1000,3146.09,M,BS,Education,23816.941238803785,24430.024534893575,Fire Damage,Total Loss,15,2,1,0,YES,NO,20405.654217254352,Mazda,2019,1173.02,902.06,341.01,Y
POL84732420,31,187,NY,250/500,1000,3371.68,M,MS,Finance,45741.09131265462,24293.317583999335,Fire Damage,Trivial Damage,22,1,0,2,NO,YES,17337.014085251507,Mercedes,2009,1063.42,486.88,428.87,Y
POL57036595,61,102,PA,250/500,1000,3672.26,M,MS,Legal,3928.9406448341833,13705.114992178438,Fire Damage,Trivial Damage,8,2,0,1,YES,YES,943.31,Nissan,2011,403.64,362.51,214.47,N
POL92570727,47,89,OH,250/500,1500,1337.9,F,MS,Other,16523.49923881422,1072.2919774182283,Fire Damage,Trivial Damage,9,1,1,1,NO,YES,1650.92,Toyota,2006,1130.03,345.48,184.82,N
POL92904699,66,89,PA,100/300,1000,3889.6,M,PhD,Finance,33826.921655661405,22987.693175423494,Hit and Run,Minor Damage,10,1,0,1,YES,NO,997.5,Ford,2022,620.44,196.63,252.47,N
POL81172137,29,192,PA,500/1000,500,1849.5,F,High School,Legal,14679.304050999759,12358.465759610217,Multi-Vehicle Collision,Minor Damage,10,3,1,0,NO,NO,4053.52,BMW,2016,2370.68,814.94,870.61,N
POL02616716,43,159,IL,100/300,500,2410.26,F,BS,Education,42077.927018049064,24491.816437287773,Hit and Run,Total Loss,8,2,1,2,YES,YES,10624.54,Chevrolet,2006,6836.76,3365.38,2457.99,N
POL72702241,61,120,IL,100/300,1000,563.03,M,BS,Finance,49341.684913461555,4323.150240026083,Hit and Run,Major Damage,9,1,0,1,YES,YES,6093.92,Honda,2020,3073.92,2169.79,894.39,N
POL02621083,50,206,OH,100/300,500,4296.05,M,High School,Medical,14060.979965510878,13897.594519191336,Hit and Run,Minor Damage,2,1,0,0,NO,YES,4609.57,Honda,2014,3468.66,1365.18,756.62,N
POL08320914,30,148,PA,250/500,500,4790.72,F,MS,Other,18053.893227188135,15791.653449547917,Single Vehicle Collision,Minor Damage,16,2,1,0,YES,YES,1549.43,Ford,2025,739.99,547.47,15.31,N
POL31938415,31,145,IL,250/500,1500,770.86,F,BS,Tech,48367.27698263537,11088.691552872722,Broken Windshield,Minor Damage,16,1,0,1,YES,YES,7490.04,Mazda,2009,5917.24,1494.94,1138.71,N
POL31189230,41,221,NY,500/1000,1000,3358.4,M,PhD,Education,17903.055329903083,29698.112833130923,Theft,Minor Damage,11,1,0,2,YES,NO,6056.69,Honda,2017,4786.89,1693.46,30.07,N
POL73139729,51,59,NY,250/500,1500,4823.5,M,PhD,Medical,27799.325666183588,22886.762994692403,Parked Car Damage,Major Damage,5,2,3,0,YES,YES,4923.45,Mercedes,2011,2304.26,587.28,1321.06,N
POL88728771,61,121,NY,500/1000,1000,3231.05,M,BS,Medical,38462.083311719434,24904.42854635386,Parked Car Damage,Trivial Damage,15,2,3,0,YES,YES,3298.34,Mazda,2017,1875.72,332.45,774.87,N
POL30423876,43,140,NY,500/1000,2000,4090.78,M,PhD,Legal,21917.237718287746,7231.983747699191,Single Vehicle Collision,Trivial Damage,6,1,0,1,YES,YES,1833.99,Honda,2017,937.98,235.31,321.3,N
POL80900779,38,151,PA,250/500,500,1031.58,M,High School,Construction,18630.397456295468,11540.019686177862,Fire Damage,Total Loss,17,1,1,1,YES,NO,21021.8,Honda,2010,13269.21,7791.35,1516.82,N
POL64277097,45,29,NY,500/1000,1500,1601.82,F,PhD,Retail,24779.41730337742,3323.2381239605634,Fire Damage,Minor Damage,21,2,0,0,NO,YES,7135.04,Toyota,2020,3135.83,1220.6,795.68,N
POL85253991,65,129,PA,100/300,1500,2055.81,F,PhD,Education,38975.9941519092,29949.29869182529,Theft,Major Damage,18,3,3,1,YES,NO,11972.64,Chevrolet,2024,5282.78,2089.78,1012.93,N
POL38541317,53,82,OH,100/300,2000,4915.25,F,BS,Other,15608.1138608122,7728.08199080572,Hit and Run,Major Damage,21,2,0,0,YES,YES,3587.13,Nissan,2022,2647.83,1064.08,648.26,N
POL44851954,57,11,OH,100/300,2000,4018.0,M,PhD,Legal,17540.374855925395,3017.5082517806763,Parked Car Damage,Minor Damage,23,1,1,0,NO,NO,9593.142692182066,Audi,2021,1003.79,173.61,55.05,Y
POL42334402,19,107,NY,500/1000,500,4485.48,M,BS,Retail,9456.965190205246,6156.617082561114,Parked Car Damage,Trivial Damage,11,2,0,0,YES,NO,1500.22,Chevrolet,2006,906.72,372.05,290.11,N
POL58855108,59,110,NY,500/1000,500,2691.84,M,MS,Medical,35080.87500413882,17146.69397010547,Theft,Major Damage,1,2,0,0,YES,YES,3615.3,Chevrolet,2018,2815.31,739.05,642.03,N
POL89217108,26,3,NY,100/300,1000,3725.62,M,MS,Education,44972.52345150574,10070.051173207754,Parked Car Damage,Minor Damage,13,2,0,2,YES,NO,29797.56551081576,Audi,2021,2381.93,1201.1,1066.98,Y
POL74853159,40,49,OH,250/500,1000,3792.04,F,PhD,Retail,9286.996044997924,4918.798537624126,Hit and Run,Major Damage,8,3,2,0,YES,NO,1209.95,Honda,2010,728.72,245.46,163.77,N
POL96460872,32,13,IL,100/300,2000,3060.15,F,MS,Other,1729.4768531897098,14049.63808736927,Hit and Run,Major Damage,12,1,1,0,YES,NO,6832.78,Honda,2006,3740.37,1847.8,307.12,N
POL54777538,30,10,OH,250/500,500,4450.86,F,BS,Tech,19063.53291336285,20114.0389748168,Parked Car Damage,Minor Damage,9,1,3,1,NO,YES,1527.81,Mazda,2025,705.9,596.91,158.14,Y
POL81768353,40,75,NY,250/500,500,1212.13,F,MS,Education,20507.738248951206,19943.288276292646,Vehicle Rollover,Trivial Damage,4,1,0,1,YES,YES,1140.92,Audi,2011,631.33,454.63,159.68,N
POL24781101,34,83,IL,500/1000,2000,758.84,M,High School,Retail,32293.17633905979,442.36543381887316,Multi-Vehicle Collision,Minor Damage,21,2,0,0,NO,NO,735.99,Ford,2007,439.52,127.92,100.34,N
POL62198974,65,86,IL,500/1000,2000,1868.25,F,MS,Finance,4279.549949408923,22662.348343850572,Multi-Vehicle Collision,Total Loss,12,3,0,2,YES,YES,16794.38,Mercedes,2016,11833.37,2894.4,1945.17,N
POL46931681,19,157,IN,250/500,1500,897.22,M,MS,Education,41074.92028498769,7234.859031026425,Hit and Run,Trivial Damage,17,1,0,0,YES,YES,871.47,Chevrolet,2006,423.55,219.07,250.53,N
POL51649190,37,29,PA,250/500,2000,771.42,F,BS,Construction,28699.34035683364,27665.219847430635,Vehicle Rollover,Minor Damage,6,1,1,2,NO,NO,4612.95,Ford,2021,2638.24,557.97,747.63,N
POL70445196,37,165,NY,250/500,1500,2385.9,F,MS,Legal,27298.545937944185,4154.379268958504,Broken Windshield,Trivial Damage,12,2,0,0,NO,NO,4007.96,Audi,2017,2510.88,1563.48,346.94,N
POL49230661,63,57,PA,500/1000,1000,1402.28,M,PhD,Finance,15818.15168574951,11983.391636443674,Vehicle Rollover,Total Loss,12,3,1,1,YES,NO,7425.76,Nissan,2021,4355.78,1289.93,1895.97,N
POL90174842,20,93,IN,100/300,2000,4055.66,M,High School,Other,18263.37565668819,9366.31881390229,Vehicle Rollover,Major Damage,15,3,0,2,YES,YES,1279.55,Mercedes,2010,840.54,402.57,365.55,N
POL52467193,72,40,PA,250/500,2000,3109.03,M,MS,Education,2771.36252671234,14741.001918367594,Single Vehicle Collision,Minor Damage,15,2,2,0,NO,NO,3821.2,Audi,2018,1905.52,1179.33,697.44,N
POL06473908,29,93,NY,500/1000,2000,2122.67,M,MS,Other,37687.73887814365,9407.475655691691,Single Vehicle Collision,Minor Damage,3,3,2,0,YES,YES,24583.008751773825,Ford,2017,2332.47,385.58,950.95,Y
POL75358983,57,56,IN,100/300,1500,1789.45,F,PhD,Retail,30236.82817127722,23137.143469049206,Parked Car Damage,Minor Damage,20,2,2,0,YES,YES,3730.93,Audi,2014,1872.7,790.31,1051.24,N
POL24359513,19,163,PA,500/1000,2000,3034.12,M,High School,Retail,48821.42537677024,11459.26578311531,Theft,Total Loss,11,2,1,1,NO,YES,2447.92,Toyota,2024,1691.69,606.13,231.2,N
POL33169543,53,63,OH,100/300,2000,2453.01,F,High School,Construction,17678.08863026498,10503.966960992493,Vehicle Rollover,Total Loss,22,1,1,0,YES,NO,9342.41,BMW,2007,4284.34,3057.49,2378.18,N
POL23246935,31,10,IL,500/1000,500,750.81,F,MS,Education,33312.185777816,29137.194708687544,Multi-Vehicle Collision,Major Damage,5,1,2,0,NO,YES,7086.693221195926,Ford,2021,727.07,488.03,211.0,Y
POL51697883,33,15,IN,100/300,500,3493.36,F,BS,Medical,45977.264857090304,12103.597937653956,Fire Damage,Trivial Damage,20,1,2,1,NO,NO,4179.04,Honda,2017,2355.1,1431.62,1111.68,N
POL77720439,36,87,OH,250/500,500,2748.91,F,High School,Retail,35584.04445429526,3900.927528577377,Broken Windshield,Minor Damage,2,2,0,2,YES,YES,3907.32,Audi,2011,2188.11,1246.03,932.19,N
POL71888427,51,77,NY,500/1000,2000,1746.05,M,High School,Construction,2015.5262347728021,8040.118437470268,Fire Damage,Minor Damage,21,1,1,1,YES,YES,7144.33,Toyota,2024,4492.97,1493.84,982.83,N
POL16965645,61,89,IL,100/300,500,1806.87,M,BS,Other,31611.840127279273,21702.612728786593,Single Vehicle Collision,Major Damage,21,2,2,0,YES,NO,2049.65,Nissan,2009,859.56,716.85,53.91,N
POL53928403,63,71,IN,100/300,1000,2537.53,F,High School,Education,27269.550714223566,7855.659629798657,Hit and Run,Major Damage,12,2,1,2,YES,NO,4949.56,Audi,2010,3606.86,1578.97,950.68,N
POL47696454,23,13,IL,100/300,500,4224.17,F,High School,Education,24965.666914840236,20414.746829099193,Fire Damage,Minor Damage,21,2,0,0,YES,YES,27611.958127614693,Nissan,2012,2533.93,738.4,3.93,Y
POL40668994,30,30,IN,250/500,2000,2403.73,M,BS,Legal,27652.19838125736,27444.810742327605,Hit and Run,Minor Damage,10,1,1,1,YES,YES,7429.72,Audi,2021,4085.5,1675.86,1465.81,N
POL25328369,53,65,IN,500/1000,500,4278.11,M,MS,Tech,23028.291341928365,11223.097530307827,Vehicle Rollover,Major Damage,10,1,0,0,YES,NO,2251.46,Nissan,2017,988.92,373.89,231.98,N
POL30801187,39,111,PA,100/300,500,2411.88,F,BS,Finance,34591.61163218615,5779.428428004373,Fire Damage,Minor Damage,0,2,1,0,YES,YES,5671.9,Mercedes,2018,2749.22,613.68,709.63,N
POL21398302,35,67,IL,250/500,500,4234.61,F,PhD,Tech,745.6451400494279,21503.991194576003,Broken Windshield,Minor Damage,17,2,1,0,NO,YES,7144.9,Honda,2016,4709.5,940.57,1783.77,N
POL00565723,29,192,IL,250/500,1000,4691.88,F,PhD,Finance,9427.985626895157,13133.612889190617,Theft,Trivial Damage,12,1,0,2,YES,NO,2523.06,Ford,2024,1596.29,346.25,742.34,N
POL86160186,69,54,OH,250/500,1000,592.58,M,MS,Finance,18269.281438346385,1384.451109478183,Broken Windshield,Trivial Damage,8,1,0,1,YES,YES,4265.22,Mercedes,2020,2007.41,893.7,195.08,N
POL19136406,71,211,NY,250/500,1500,780.13,M,PhD,Legal,22633.363513901277,17353.62716917471,Theft,Minor Damage,12,2,2,0,YES,YES,2127.44,Nissan,2025,1622.39,307.61,210.72,N
POL95805184,47,122,OH,250/500,2000,1103.09,F,PhD,Tech,6524.31740011426,17414.12548156939,Theft,Trivial Damage,4,1,0,2,YES,NO,1508.8,Honda,2008,1142.69,477.36,271.0,N
POL04773503,70,205,PA,250/500,1000,1049.54,F,High School,Construction,41007.298877864,20451.183416721255,Parked Car Damage,Trivial Damage,4,1,1,0,YES,YES,461.66,Chevrolet,2009,244.39,145.8,133.72,N
POL18849741,68,167,IN,250/500,1000,2545.15,F,High School,Medical,46469.568571403346,22057.97202536886,Theft,Major Damage,3,1,0,0,YES,YES,49544.71245627092,Audi,2024,5860.14,1326.02,476.51,Y
POL63228556,57,152,PA,500/1000,1000,3938.15,F,MS,Education,37560.774468055955,19368.669083174645,Vehicle Rollover,Minor Damage,7,1,0,0,YES,YES,4510.94,Honda,2010,1997.85,844.1,575.69,N
POL33660235,24,5,PA,500/1000,2000,4825.98,F,PhD,Retail,46440.902416436096,10149.152104341114,Hit and Run,Minor Damage,22,2,0,0,NO,NO,5083.84,Mercedes,2012,2544.01,1002.98,1054.87,Y
POL21792118,49,130,OH,250/500,1500,2380.01,F,PhD,Other,37161.06862925191,25061.427146782065,Hit and Run,Major Damage,1,1,0,2,YES,YES,10604.0,Chevrolet,2020,7886.41,2169.78,166.28,N
POL28913051,65,68,IN,100/300,2000,3598.17,M,BS,Education,22052.800940220808,28058.325806659013,Parked Car Damage,Minor Damage,11,1,0,1,YES,NO,4552.05,Nissan,2019,3164.9,865.5,161.2,N
POL02719058,36,101,NY,100/300,500,3359.78,M,High School,Construction,19656.64866808961,9063.014548096731,Fire Damage,Major Damage,10,1,0,0,YES,NO,2701.79,Toyota,2021,1170.28,293.64,549.68,N
POL14796056,23,117,PA,100/300,1500,2269.33,M,BS,Construction,8319.969094817392,8454.973204589698,Theft,Minor Damage,22,1,3,0,YES,YES,707.15,BMW,2006,515.38,129.27,79.26,Y
POL23309479,37,25,NY,250/500,500,3745.06,M,PhD,Other,4322.352051463563,15390.131831701243,Single Vehicle Collision,Major Damage,16,1,0,2,YES,YES,1447.03,Honda,2019,1150.84,172.87,51.78,N
POL76885434,44,39,IN,100/300,1000,3163.78,M,MS,Tech,10980.914102252777,29573.020357606012,Parked Car Damage,Major Damage,3,2,0,0,YES,NO,7835.86,Nissan,2009,4943.41,2489.52,1083.53,N
POL64582954,70,37,IN,500/1000,2000,3919.73,F,PhD,Medical,26606.786611711468,4900.865086847916,Multi-Vehicle Collision,Major Damage,18,1,1,2,NO,YES,8677.28,Honda,2012,6830.01,2535.55,453.01,N
POL63733300,60,165,OH,500/1000,500,1371.42,M,MS,Retail,6747.35755565094,14848.478505443458,Broken Windshield,Minor Damage,1,2,2,0,YES,YES,2595.75,Toyota,2019,1104.52,611.85,732.76,N
POL30471662,54,195,IL,500/1000,1500,2121.22,F,MS,Retail,47558.177301778975,5826.421820038963,Hit and Run,Major Damage,16,1,1,2,YES,YES,9541.85,Honda,2009,5069.83,1736.63,1028.22,N
POL34253012,65,6,OH,500/1000,500,3520.5,M,BS,Construction,10925.122852572711,12296.715403866918,Fire Damage,Minor Damage,4,1,0,0,YES,NO,2796.82,Mercedes,2021,1421.14,900.92,559.76,Y
POL81940011,24,221,NY,250/500,500,1061.62,F,PhD,Medical,41681.56976629651,11366.069432024457,Multi-Vehicle Collision,Total Loss,19,1,1,2,YES,YES,15253.74,Chevrolet,2022,6263.85,2635.44,3266.32,N
POL29520781,22,157,OH,500/1000,1000,3966.79,F,BS,Legal,40940.94814283789,17126.495047259297,Hit and Run,Trivial Damage,16,1,0,1,YES,YES,4109.58,Ford,2010,2217.37,503.89,830.8,N
POL87414656,28,119,IN,100/300,500,1100.48,F,PhD,Retail,7060.191544419159,1039.0717784746028,Fire Damage,Trivial Damage,10,3,2,1,YES,NO,1123.24,Audi,2016,625.69,146.66,237.23,N
POL63707043,32,146,PA,100/300,500,1960.04,F,MS,Legal,35537.14238103629,24217.603949944478,Hit and Run,Trivial Damage,15,3,1,0,YES,YES,3814.88,Mazda,2014,1703.74,620.31,776.81,N
POL73751435,20,230,IL,500/1000,1000,1568.88,M,High School,Retail,41205.69184508952,21280.161702807363,Vehicle Rollover,Minor Damage,15,2,2,0,YES,YES,563.54,Audi,2011,233.93,61.35,83.7,N
POL35546222,22,34,IN,500/1000,1500,774.44,M,PhD,Medical,44214.36808888412,29995.254162556317,Hit and Run,Minor Damage,5,1,2,0,YES,YES,5979.57,Audi,2023,4326.14,2044.53,1560.08,N
POL84766009,40,231,PA,500/1000,1000,1717.96,M,MS,Tech,47698.98020908254,7672.256673061626,Theft,Minor Damage,5,1,0,0,YES,NO,2247.67,Mazda,2018,1112.59,546.22,89.42,N
POL74909126,70,160,NY,100/300,500,4601.8,F,High School,Legal,46505.17322280106,26033.975573322445,Theft,Trivial Damage,6,2,2,0,NO,YES,1399.334469587861,Ford,2023,153.67,42.49,75.69,Y
POL19358151,54,160,NY,100/300,2000,621.18,F,PhD,Tech,15556.852876007875,18310.5485435128,Broken Windshield,Trivial Damage,22,1,2,0,NO,YES,349.35,BMW,2007,146.97,109.27,36.38,N
POL41859400,26,6,NY,500/1000,1000,575.73,M,High School,Construction,13382.797331395368,6929.646438362425,Hit and Run,Major Damage,17,1,0,0,YES,NO,48405.80560724408,BMW,2025,3352.05,2290.85,1321.83,Y
POL48965608,32,37,OH,100/300,1000,3669.2,F,PhD,Legal,19876.52081469953,8871.514434675173,Theft,Trivial Damage,13,1,1,0,NO,NO,765.57,Toyota,2020,417.89,145.48,167.11,N
POL46954495,20,1,NY,100/300,500,2150.91,M,PhD,Retail,23250.313408473496,611.9844361420768,Hit and Run,Total Loss,21,1,0,0,NO,NO,12030.08,Audi,2015,4942.4,4455.14,256.28,Y
POL69775561,46,184,NY,250/500,2000,1533.83,F,High School,Tech,11694.250846151144,10306.234992619082,Hit and Run,Major Damage,2,2,1,0,YES,NO,9918.23,Chevrolet,2020,4562.33,3398.76,2587.02,N
POL23400152,23,27,OH,500/1000,1500,2789.92,F,BS,Tech,4304.1598012135255,26982.544232151242,Vehicle Rollover,Total Loss,17,1,0,1,YES,YES,14647.91,Nissan,2008,11095.84,3521.62,3216.07,N
POL29040150,34,2,PA,500/1000,2000,1700.04,F,High School,Retail,32829.321144336085,2257.0590979753215,Fire Damage,Trivial Damage,23,2,0,0,YES,YES,3572.47,BMW,2008,1810.76,412.08,423.93,Y
